firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,FIRST 4 NUMBERS,,globe:,
name961,lastname961,October,28,1997,Management Engineering,0917 815 2634,,0917,,,
name962,lastname962,June,24,1998,Information Technology Entrepreneurship,0927 772 9962,,0927,,,
name963,lastname963,December,25,1997,Information Technology Entrepreneurship,0917 309 4471,,0917,,,
name964,lastname964,March,24,2000,Communications Technology,0917 749 3301,,0917,,,
name965,lastname965,July,21,1997,Communications Technology,0927 384 2721,,0927,,,
name966,lastname966,November,15,1999,Information Technology Entrepreneurship,0917 237 8133,,0917,,,
name967,lastname967,March,26,1999,Information Technology Entrepreneurship,0927 964 4299,,0927,,,
name968,lastname968,March,19,2000,Communications Technology,0917 240 9076,,0917,,,
name969,lastname969,June,2,1998,Information Technology Entrepreneurship,0917 176 9439,,0917,,,
name970,lastname970,July,9,1997,Management Engineering,0927 100 9164,,0927,,,
name971,lastname971,April,9,1998,Management Engineering,0927 730 8393,,0927,,,
name972,lastname972,November,28,1999,Communications Technology,0917 389 5738,,0917,,,
name973,lastname973,May,25,1997,Management Engineering,0917 634 5100,,0917,,,
name974,lastname974,December,20,2001,Information Technology Entrepreneurship,0927 357 1836,,0927,,,
name975,lastname975,March,11,2000,Management Engineering,0917 868 4656,,0917,,,
name976,lastname976,November,7,1999,Legal Management,0918 918 7519,,0918,,,
name977,lastname977,March,21,1999,Management Engineering,0918 632 8482,,0918,,,
name978,lastname978,November,25,1997,Management Engineering,0917 525 6204,,0917,,,
name979,lastname979,September,23,1998,Management,0927 765 1941,,0927,,,
name980,lastname980,December,14,2001,Legal Management,0918 606 4478,,0918,,,
name981,lastname981,March,10,1999,Communications Technology,0927 760 8017,,0927,,,
name982,lastname982,June,21,2000,Legal Management,0917 829 3943,,0917,,,
name983,lastname983,March,24,1999,Legal Management,0917 662 1872,,0917,,,
name984,lastname984,July,22,1999,Legal Management,0917 283 7138,,0917,,,
name985,lastname985,November,17,2001,Communications Technology,0927 254 1823,,0927,,,
name986,lastname986,February,28,2000,Communications Technology,0917 628 1470,,0917,,,
name987,lastname987,January,13,1997,Management,0927 147 7217,,0927,,,
name988,lastname988,December,27,1997,Legal Management,0917 314 4815,,0917,,,
name989,lastname989,February,26,1999,Management Engineering,0918 168 3635,,0918,,,
name990,lastname990,October,4,1998,Management,0918 313 9787,,0918,,,
name991,lastname991,November,22,2000,Management,0927 117 4649,,0927,,,
name992,lastname992,August,14,1999,Legal Management,0927 528 8069,,0927,,,
name993,lastname993,July,5,2000,Management,0918 851 8170,,0918,,,
name994,lastname994,May,20,1998,Management Engineering,0927 793 3024,,0927,,,
name995,lastname995,June,11,1999,Information Technology Entrepreneurship,0927 871 6633,,0927,,,
name996,lastname996,May,4,1998,Legal Management,0927 159 8838,,0927,,,
name997,lastname997,September,24,1997,Management,0918 333 2036,,0918,,,
name998,lastname998,March,4,1999,Communications Technology,0917 116 1724,,0917,,,
name999,lastname999,January,11,1999,Management,0917 997 1830,,0917,,,
name1000,lastname1000,July,24,1998,Legal Management,0927 789 2057,,0927,,,
name1001,lastname1001,October,13,1999,Legal Management,0918 226 5829,,0918,,,
name1002,lastname1002,January,16,1997,Information Technology Entrepreneurship,0917 189 5851,,0917,,,
name1003,lastname1003,July,1,1999,Information Technology Entrepreneurship,0917 577 5113,,0917,,,
name1004,lastname1004,June,8,1997,Management Engineering,0918 633 2873,,0918,,,
name1005,lastname1005,January,14,2000,Management,0918 107 4666,,0918,,,
name1006,lastname1006,March,23,1999,Information Technology Entrepreneurship,0917 575 1571,,0917,,,
name1007,lastname1007,September,14,1997,Management,0918 673 9002,,0918,,,
name1008,lastname1008,May,13,1998,Communications Technology,0927 455 7889,,0927,,,
name1009,lastname1009,February,23,1998,Management,0918 790 1682,,0918,,,
name1010,lastname1010,May,25,1999,Management,0917 254 7870,,0917,,,
name1011,lastname1011,April,9,1999,Legal Management,0918 652 6097,,0918,,,
name1012,lastname1012,May,14,1997,Management,0917 120 1564,,0917,,,
name1013,lastname1013,September,8,1997,Management,0927 878 8766,,0927,,,
name1014,lastname1014,May,1,2001,Management Engineering,0918 524 3684,,0918,,,
name1015,lastname1015,March,10,1997,Legal Management,0917 209 4854,,0917,,,
name1016,lastname1016,April,16,1997,Communications Technology,0917 610 8591,,0917,,,
name1017,lastname1017,January,17,1998,Communications Technology,0918 198 8897,,0918,,,
name1018,lastname1018,February,21,1997,Management,0917 470 7921,,0917,,,
name1019,lastname1019,July,16,2001,Management,0917 415 3731,,0917,,,
name1020,lastname1020,March,13,1999,Management,0917 421 2734,,0917,,,
name1021,lastname1021,May,20,1998,Information Technology Entrepreneurship,0917 286 5078,,0917,,,
name1022,lastname1022,December,4,1997,Information Technology Entrepreneurship,0918 819 6422,,0918,,,
name1023,lastname1023,June,28,2000,Legal Management,0918 423 3021,,0918,,,
name1024,lastname1024,September,9,1998,Management Engineering,0917 720 3510,,0917,,,
name1025,lastname1025,March,8,1999,Communications Technology,0918 748 6951,,0918,,,
name1026,lastname1026,January,15,1998,Management,0927 426 7423,,0927,,,
name1027,lastname1027,January,14,1999,Management Engineering,0927 556 8003,,0927,,,
name1028,lastname1028,June,28,1999,Management,0927 571 1913,,0927,,,
name1029,lastname1029,September,11,1999,Communications Technology,0927 120 7807,,0927,,,
name1030,lastname1030,April,7,2001,Legal Management,0917 327 6289,,0917,,,
name1031,lastname1031,August,21,1999,Information Technology Entrepreneurship,0918 446 4044,,0918,,,
name1032,lastname1032,December,26,1999,Communications Technology,0917 959 9685,,0917,,,
name1033,lastname1033,May,16,1998,Communications Technology,0918 371 7071,,0918,,,
name1034,lastname1034,December,15,2000,Management,0927 777 1235,,0927,,,
name1035,lastname1035,June,1,1999,Communications Technology,0918 657 6901,,0918,,,
name1036,lastname1036,June,3,2000,Management,0927 465 6997,,0927,,,
name1037,lastname1037,January,19,2001,Information Technology Entrepreneurship,0918 777 8386,,0918,,,
name1038,lastname1038,January,22,1999,Management Engineering,0918 591 8053,,0918,,,
name1039,lastname1039,January,16,2000,Management Engineering,0917 604 5494,,0917,,,
name1040,lastname1040,December,6,1997,Management Engineering,0918 631 5507,,0918,,,
name1041,lastname1041,February,12,1998,Communications Technology,0917 803 3974,,0917,,,
name1042,lastname1042,December,24,1997,Legal Management,0918 821 6331,,0918,,,
name1043,lastname1043,March,13,1999,Communications Technology,0927 760 2707,,0927,,,
name1044,lastname1044,July,2,1997,Information Technology Entrepreneurship,0918 349 9660,,0918,,,
name1045,lastname1045,May,21,1997,Communications Technology,0927 713 5773,,0927,,,
name1046,lastname1046,May,22,2001,Management,0917 214 4255,,0917,,,
name1047,lastname1047,May,25,1998,Legal Management,0918 340 3323,,0918,,,
name1048,lastname1048,March,25,1998,Management Engineering,0927 397 4986,,0927,,,
name1049,lastname1049,February,1,1997,Management Engineering,0917 668 9753,,0917,,,
name1050,lastname1050,July,28,1998,Information Technology Entrepreneurship,0917 467 6080,,0917,,,
name1051,lastname1051,June,9,2001,Management Engineering,0927 371 2566,,0927,,,
name1052,lastname1052,April,6,1997,Legal Management,0917 227 5205,,0917,,,
name1053,lastname1053,April,9,2000,Information Technology Entrepreneurship,0917 105 9613,,0917,,,
name1054,lastname1054,November,7,1998,Management Engineering,0918 339 7033,,0918,,,
name1055,lastname1055,August,23,1999,Communications Technology,0918 959 8550,,0918,,,
name1056,lastname1056,April,6,1999,Information Technology Entrepreneurship,0918 354 7812,,0918,,,
name1057,lastname1057,February,28,2001,Management Engineering,0918 514 4755,,0918,,,
name1058,lastname1058,November,12,2001,Legal Management,0927 197 8951,,0927,,,
name1059,lastname1059,April,11,1998,Information Technology Entrepreneurship,0918 680 4779,,0918,,,
name1060,lastname1060,July,1,2000,Communications Technology,0918 645 6025,,0918,,,
name1061,lastname1061,May,24,1997,Communications Technology,0917 371 3839,,0917,,,
name1062,lastname1062,July,19,1998,Management Engineering,0927 361 7293,,0927,,,
name1063,lastname1063,January,13,1997,Information Technology Entrepreneurship,0918 182 1959,,0918,,,
name1064,lastname1064,March,7,2000,Communications Technology,0917 818 4976,,0917,,,
name1065,lastname1065,April,8,1999,Management,0918 247 3215,,0918,,,
name1066,lastname1066,January,28,1997,Management Engineering,0927 344 3571,,0927,,,
name1067,lastname1067,October,3,1999,Legal Management,0917 557 5859,,0917,,,
name1068,lastname1068,July,4,1997,Communications Technology,0918 705 3092,,0918,,,
name1069,lastname1069,May,23,1999,Information Technology Entrepreneurship,0918 350 6711,,0918,,,
name1070,lastname1070,February,18,1999,Information Technology Entrepreneurship,0918 569 7640,,0918,,,
name1071,lastname1071,January,14,1999,Communications Technology,0918 474 5680,,0918,,,
name1072,lastname1072,August,13,1999,Communications Technology,0918 441 2380,,0918,,,
name1073,lastname1073,October,1,1997,Information Technology Entrepreneurship,0917 333 9074,,0917,,,
name1074,lastname1074,February,26,1998,Management,0927 231 5102,,0927,,,
name1075,lastname1075,August,22,2000,Communications Technology,0918 772 9445,,0918,,,
name1076,lastname1076,June,19,1998,Information Technology Entrepreneurship,0927 767 7062,,0927,,,
name1077,lastname1077,August,1,1997,Communications Technology,0917 222 4027,,0917,,,
name1078,lastname1078,August,18,1998,Management,0917 372 6091,,0917,,,
name1079,lastname1079,October,7,1999,Management Engineering,0918 598 8688,,0918,,,
name1080,lastname1080,November,17,2000,Management Engineering,0927 500 8664,,0927,,,
name1081,lastname1081,December,5,1999,Management Engineering,0927 904 3251,,0927,,,
name1082,lastname1082,January,28,2000,Management Engineering,0918 853 8895,,0918,,,
name1083,lastname1083,December,15,1998,Information Technology Entrepreneurship,0918 867 4047,,0918,,,
name1084,lastname1084,February,27,1999,Management,0927 780 5516,,0927,,,
name1085,lastname1085,June,28,2001,Communications Technology,0917 739 8316,,0917,,,
name1086,lastname1086,April,28,1997,Management,0917 257 8186,,0917,,,
name1087,lastname1087,March,28,1998,Management Engineering,0927 692 7290,,0927,,,
name1088,lastname1088,September,5,1999,Information Technology Entrepreneurship,0927 304 1355,,0927,,,
name1089,lastname1089,April,25,1999,Communications Technology,0918 955 8221,,0918,,,
name1090,lastname1090,July,27,2000,Communications Technology,0918 613 2252,,0918,,,
name1091,lastname1091,February,24,1999,Management,0927 740 8593,,0927,,,
name1092,lastname1092,February,17,2000,Management Engineering,0927 658 1569,,0927,,,
name1093,lastname1093,May,23,1997,Management Engineering,0927 325 6671,,0927,,,
name1094,lastname1094,June,25,2000,Management Engineering,0917 857 8412,,0917,,,
name1095,lastname1095,January,26,1997,Information Technology Entrepreneurship,0917 343 3386,,0917,,,
name1096,lastname1096,July,21,2001,Information Technology Entrepreneurship,0927 862 4541,,0927,,,
name1097,lastname1097,July,2,2000,Information Technology Entrepreneurship,0918 645 9539,,0918,,,
name1098,lastname1098,January,15,1999,Management Engineering,0927 381 8143,,0927,,,
name1099,lastname1099,March,22,2001,Management,0918 242 4918,,0918,,,
name1100,lastname1100,November,19,1997,Legal Management,0918 352 6064,,0918,,,
name1101,lastname1101,April,5,2000,Information Technology Entrepreneurship,0917 225 6387,,0917,,,
name1102,lastname1102,May,14,1999,Legal Management,0927 357 9725,,0927,,,
name1103,lastname1103,June,4,2001,Management Engineering,0917 811 5416,,0917,,,
name1104,lastname1104,December,12,1999,Communications Technology,0927 155 2357,,0927,,,
name1105,lastname1105,March,23,1999,Management Engineering,0927 659 7601,,0927,,,
name1106,lastname1106,October,26,1998,Legal Management,0917 579 9310,,0917,,,
name1107,lastname1107,December,14,2000,Management,0918 899 5954,,0918,,,
name1108,lastname1108,April,21,1997,Information Technology Entrepreneurship,0918 597 2109,,0918,,,
name1109,lastname1109,August,18,1997,Management,0927 331 2469,,0927,,,
name1110,lastname1110,November,23,1997,Communications Technology,0927 857 4325,,0927,,,
name1111,lastname1111,March,17,2001,Communications Technology,0917 745 6591,,0917,,,
name1112,lastname1112,February,25,1998,Legal Management,0927 820 4602,,0927,,,
name1113,lastname1113,June,8,1997,Information Technology Entrepreneurship,0917 541 3617,,0917,,,
name1114,lastname1114,June,16,1998,Information Technology Entrepreneurship,0917 561 4702,,0917,,,
name1115,lastname1115,February,25,1997,Management Engineering,0917 103 4403,,0917,,,
name1116,lastname1116,January,4,1999,Management,0917 472 8417,,0917,,,
name1117,lastname1117,April,25,2001,Information Technology Entrepreneurship,0918 962 8354,,0918,,,
name1118,lastname1118,July,23,1998,Management,0927 780 4566,,0927,,,
name1119,lastname1119,July,17,2001,Information Technology Entrepreneurship,0918 530 9778,,0918,,,
name1120,lastname1120,March,10,1999,Management,0918 501 4512,,0918,,,
name1121,lastname1121,December,17,1998,Legal Management,0918 439 4303,,0918,,,
name1122,lastname1122,January,3,1998,Legal Management,0917 310 8397,,0917,,,
name1123,lastname1123,September,2,2001,Legal Management,0917 686 3457,,0917,,,
name1124,lastname1124,January,1,1998,Management Engineering,0927 995 2764,,0927,,,
name1125,lastname1125,June,20,1999,Information Technology Entrepreneurship,0927 325 1153,,0927,,,
name1126,lastname1126,May,2,1998,Management,0927 383 7195,,0927,,,
name1127,lastname1127,July,28,1999,Information Technology Entrepreneurship,0917 859 6198,,0917,,,
name1128,lastname1128,February,16,2001,Communications Technology,0918 633 9731,,0918,,,
name1129,lastname1129,January,17,1998,Information Technology Entrepreneurship,0917 588 9566,,0917,,,
name1130,lastname1130,November,14,1997,Legal Management,0927 777 3805,,0927,,,
name1131,lastname1131,December,6,1998,Legal Management,0918 822 3585,,0918,,,
name1132,lastname1132,June,12,1997,Legal Management,0918 260 7816,,0918,,,
